,ESTACAO,DATA (YYYY-MM-DD),rain_max,rad_max,temp_avg,temp_max,temp_min,hum_max,hum_min,wind_max,wind_avg
413268,A201,2016-01-06,4.6,2320.2,27.6625,33.6,24.8,91.0,53.0,9.9,0.9166666666666666
413269,A201,2016-01-07,5.8,2624.1,26.7625,31.5,24.4,92.0,62.0,8.4,0.8541666666666666
413270,A201,2016-01-08,12.0,1519.2,26.791666666666668,31.1,24.8,92.0,64.0,8.4,0.7791666666666667
413271,A201,2016-01-09,6.6,2714.3,26.6,32.9,24.2,93.0,55.0,7.4,0.5625
413272,A201,2016-01-10,3.2,2555.4,26.604166666666668,33.3,24.1,93.0,58.0,7.5,0.2666666666666666
413273,A201,2016-01-11,2.6,2151.4,27.008333333333336,31.0,25.0,93.0,67.0,7.7,0.4833333333333333
413274,A201,2016-01-12,0.6,2491.2,28.10833333333333,32.9,25.1,92.0,59.0,7.5,0.9375
413275,A201,2016-01-13,7.0,2088.3,27.516666666666666,32.3,25.0,92.0,59.0,6.5,0.6708333333333334
413276,A201,2016-01-14,11.0,2205.9,27.425,33.2,24.7,94.0,55.0,5.5,0.3166666666666666
413277,A201,2016-01-15,3.6,2170.2,27.604166666666668,33.7,24.8,92.0,53.0,8.6,0.5875
413278,A201,2016-01-16,4.2,2684.8,27.766666666666666,34.3,24.3,92.0,50.0,7.0,0.7833333333333333
413279,A201,2016-01-17,3.2,2899.2,27.65,33.7,24.7,93.0,54.0,8.3,0.7333333333333334
413280,A201,2016-01-18,9.0,2849.6,27.48333333333333,34.2,24.7,92.0,51.0,8.8,0.5125000000000001
413281,A201,2016-01-19,2.0,2438.3,27.866666666666664,33.9,24.4,93.0,48.0,6.8,0.5041666666666667
413282,A201,2016-01-20,0.2,1813.0,27.4,30.4,25.5,86.0,62.0,9.1,0.8916666666666666
413283,A201,2016-01-21,0.4,2738.7,28.245833333333334,33.4,24.8,85.0,47.0,8.5,1.1625
413284,A201,2016-01-22,0.0,1660.8,28.004166666666663,31.7,25.2,85.0,53.0,7.5,1.0875
413285,A201,2016-01-23,1.4,1535.5,27.1,30.8,24.8,88.0,64.0,7.4,0.7541666666666668
413286,A201,2016-01-24,3.2,2545.9,27.304166666666664,31.4,24.3,91.0,60.0,6.4,0.6124999999999999
413287,A201,2016-01-25,2.6,2318.8,26.52916666666667,31.2,24.4,92.0,68.0,7.4,0.5499999999999999
413288,A201,2016-01-26,6.8,2384.8,26.85833333333333,32.6,23.9,91.0,56.0,8.4,0.5625
413289,A201,2016-01-27,11.4,2284.7,25.21666666666667,32.0,23.9,94.0,61.0,12.5,0.4458333333333333
413290,A201,2016-01-28,25.8,2014.0,25.166666666666668,31.7,22.8,94.0,60.0,7.4,0.5958333333333333
413291,A201,2016-01-29,10.6,2586.5,25.366666666666664,32.1,22.5,94.0,59.0,5.8,0.6208333333333333
413292,A201,2016-01-30,3.2,2000.2,25.804166666666664,31.7,23.6,94.0,63.0,11.1,0.6166666666666667
413293,A201,2016-01-31,9.0,1732.2,25.441666666666663,30.9,23.5,93.0,64.0,7.1,0.5125000000000001
413294,A201,2016-02-01,0.4,2286.0,25.7875,30.6,23.3,93.0,64.0,6.0,0.7041666666666666
413295,A201,2016-02-02,0.0,2143.0,26.42083333333333,31.4,23.9,92.0,61.0,5.2,0.9791666666666666
413296,A201,2016-02-03,7.4,1624.1,24.83333333333333,29.9,23.0,93.0,67.0,6.8,0.8041666666666667
413297,A201,2016-02-04,7.4,1918.6,25.641666666666666,31.4,23.9,94.0,62.0,9.5,0.5541666666666667
413298,A201,2016-02-05,11.6,2648.9,25.6,31.2,24.0,94.0,68.0,7.3,0.4291666666666667
413299,A201,2016-02-06,7.0,2665.4,25.85,32.6,23.8,94.0,64.0,6.4,0.5791666666666667
413300,A201,2016-02-07,14.2,2862.0,26.825,33.5,23.9,94.0,55.0,9.7,0.5416666666666666
413301,A201,2016-02-08,20.4,2293.6,26.366666666666664,33.2,24.0,93.0,57.0,8.8,0.7000000000000001
413302,A201,2016-02-09,3.0,3078.5,27.3875,34.1,23.9,94.0,52.0,11.0,0.8916666666666666
413303,A201,2016-02-10,16.6,2280.2,26.2125,33.7,22.1,93.0,57.0,12.4,0.6333333333333334
413304,A201,2016-02-11,20.6,3173.6,26.14583333333333,33.6,23.0,94.0,54.0,6.4,0.6875
413305,A201,2016-02-12,7.2,1958.5,26.04583333333333,30.9,24.1,94.0,68.0,6.7,0.6625
413306,A201,2016-02-13,12.0,1875.5,25.820833333333336,31.6,23.7,94.0,62.0,6.8,0.5
413307,A201,2016-02-14,3.4,1770.9,25.504166666666663,32.3,23.8,93.0,63.0,8.7,0.6458333333333334
413308,A201,2016-02-15,4.0,2727.0,26.0625,32.7,23.6,94.0,61.0,7.3,0.4583333333333333
413309,A201,2016-02-16,27.6,1277.7,26.179166666666664,30.2,24.4,94.0,69.0,9.6,0.5541666666666666
413310,A201,2016-02-17,11.6,2469.5,26.20833333333333,33.2,23.4,93.0,60.0,7.8,0.7041666666666666
413311,A201,2016-02-18,2.4,2577.8,26.166666666666668,33.2,23.5,94.0,58.0,6.6,0.5
413312,A201,2016-02-19,1.2,2803.8,26.02083333333333,32.1,23.7,94.0,63.0,9.4,0.6124999999999999
413313,A201,2016-02-20,12.4,1770.8,25.4,31.0,23.5,93.0,65.0,9.8,0.6916666666666668
413314,A201,2016-02-21,6.4,2459.7,25.554166666666664,32.2,23.1,94.0,65.0,6.4,0.625
413315,A201,2016-02-22,2.0,2886.5,27.258333333333336,34.8,24.1,94.0,49.0,6.5,0.7416666666666667
413316,A201,2016-02-23,31.4,2724.3,27.291666666666668,33.9,24.1,93.0,56.0,8.5,0.8833333333333333
413317,A201,2016-02-24,11.6,3388.9,26.40833333333333,33.5,23.1,94.0,58.0,7.8,0.8833333333333333
413318,A201,2016-02-25,6.2,2452.6,27.291666666666668,32.9,25.1,93.0,58.0,12.0,0.6458333333333334
413319,A201,2016-02-26,8.2,2701.9,27.070833333333336,32.8,23.0,93.0,59.0,12.3,0.7125
413320,A201,2016-02-27,14.2,1996.2,25.616666666666664,30.8,22.9,95.0,72.0,5.1,0.4333333333333333
413321,A201,2016-02-28,6.6,3372.7,26.558333333333334,32.6,23.6,95.0,61.0,6.7,0.7416666666666667
413322,A201,2016-02-29,35.0,2765.4,26.97083333333333,34.2,24.2,94.0,55.0,7.4,0.7000000000000001
413323,A201,2016-03-01,11.4,2397.1,26.695833333333336,33.0,24.8,95.0,61.0,7.1,0.5625
413324,A201,2016-03-02,6.8,1680.2,26.254166666666663,31.0,24.5,96.0,69.0,7.5,0.5625
413325,A201,2016-03-03,4.4,2845.9,26.4,32.7,22.4,95.0,61.0,7.1,0.5666666666666667
413326,A201,2016-03-04,19.6,2245.9,27.370833333333334,33.6,25.1,93.0,55.0,8.9,0.3458333333333334
413327,A201,2016-03-05,12.4,2716.4,27.204166666666666,32.6,24.7,93.0,59.0,5.7,0.375
413328,A201,2016-03-06,7.4,1897.5,26.28333333333333,32.1,24.4,94.0,66.0,7.5,0.4125
413329,A201,2016-03-07,16.4,1868.7,26.33333333333333,31.3,24.0,95.0,74.0,6.5,0.4333333333333333
413330,A201,2016-03-08,2.6,2335.3,25.4375,30.2,23.7,94.0,70.0,7.4,0.6708333333333334
413331,A201,2016-03-09,10.4,2237.5,26.1875,32.0,24.3,95.0,62.0,5.4,0.3166666666666666
413332,A201,2016-03-10,7.8,1747.0,25.070833333333336,29.7,23.6,94.0,76.0,6.9,0.4791666666666667
413333,A201,2016-03-11,0.4,3179.3,25.525,29.6,23.2,95.0,68.0,7.8,0.4333333333333333
413334,A201,2016-03-12,5.0,2818.1,26.35833333333333,33.4,23.5,94.0,54.0,5.4,0.3625
413335,A201,2016-03-13,0.2,2565.1,27.08333333333333,32.8,24.2,94.0,58.0,8.5,0.5
413336,A201,2016-03-14,2.6,1870.7,27.3625,32.6,24.9,92.0,58.0,6.5,0.6833333333333332
413337,A201,2016-03-15,8.8,1611.2,26.979166666666668,31.7,24.9,95.0,63.0,6.0,0.5750000000000001
413338,A201,2016-03-16,18.6,2028.3,25.39583333333333,30.5,22.6,94.0,67.0,7.2,0.3916666666666666
413339,A201,2016-03-17,18.2,2202.3,25.991666666666664,32.1,23.6,95.0,62.0,5.2,0.1541666666666666
413340,A201,2016-03-18,9.6,1771.4,25.954166666666666,31.2,24.4,95.0,70.0,5.6,0.4083333333333332
413341,A201,2016-03-19,5.6,2909.9,26.59166666666667,33.2,23.8,96.0,58.0,11.8,0.325
413342,A201,2016-03-20,3.6,2746.2,26.554166666666664,32.6,23.5,95.0,58.0,7.2,0.2583333333333333
413343,A201,2016-03-21,3.4,2855.1,27.120833333333334,34.1,24.3,95.0,53.0,9.3,0.2541666666666666
413344,A201,2016-03-22,6.2,2759.4,26.7125,33.2,24.4,94.0,58.0,9.4,0.2333333333333333
413345,A201,2016-03-23,11.8,2943.8,25.829166666666666,32.3,23.5,97.0,62.0,7.3,0.3708333333333333
413346,A201,2016-03-24,8.6,2913.7,26.441666666666663,32.5,24.3,98.0,63.0,8.1,0.475
413347,A201,2016-03-25,2.4,3234.7,26.695833333333336,33.9,23.8,95.0,50.0,10.0,0.6
413348,A201,2016-03-26,4.6,2037.4,26.59166666666667,32.2,24.5,95.0,66.0,5.4,0.3875
413349,A201,2016-03-27,21.2,1471.5,26.1875,31.7,24.4,95.0,65.0,8.5,0.3791666666666666
413350,A201,2016-03-28,6.4,1931.5,26.15416666666667,32.3,24.1,96.0,63.0,7.6,0.4375
413351,A201,2016-03-29,1.0,2275.7,26.39583333333333,30.9,24.3,94.0,63.0,7.8,0.5041666666666667
413352,A201,2016-03-30,6.0,2582.6,27.15416666666667,33.5,24.3,94.0,58.0,5.1,0.4416666666666666
413353,A201,2016-03-31,16.6,2600.0,26.254166666666663,32.8,24.3,96.0,63.0,10.1,0.4333333333333333
413354,A201,2016-04-01,1.2,2235.8,26.175,30.6,24.6,98.0,69.0,8.2,0.3208333333333333
413355,A201,2016-04-02,20.0,667.9,24.67083333333333,26.6,22.8,94.0,90.0,8.4,0.2833333333333334
413356,A201,2016-04-03,0.2,2884.6,26.55,32.6,23.5,95.0,59.0,6.7,0.3374999999999999
413357,A201,2016-04-04,2.4,2410.2,27.541666666666668,33.1,24.9,92.0,58.0,6.1,0.7000000000000001
413358,A201,2016-04-05,2.4,2028.3,27.3,32.8,24.7,95.0,60.0,6.7,0.6208333333333333
413359,A201,2016-04-06,5.0,1912.2,26.9875,31.3,25.3,93.0,65.0,5.7,0.3125
413360,A201,2016-04-07,3.0,2482.6,27.391666666666666,32.2,24.8,94.0,61.0,8.6,0.7625000000000001
413361,A201,2016-04-08,1.0,1995.6,27.22083333333333,31.9,24.9,95.0,64.0,8.2,0.7625000000000001
413362,A201,2016-04-09,43.4,2789.6,27.008333333333336,33.2,23.6,97.0,58.0,11.0,0.4666666666666666
413363,A201,2016-04-10,5.0,2319.9,27.0875,33.3,24.3,97.0,59.0,8.8,0.4708333333333334
413364,A201,2016-04-11,8.8,3574.8,26.58333333333333,33.2,24.2,96.0,58.0,7.0,0.3374999999999999
413365,A201,2016-04-12,15.4,2945.1,26.1625,33.0,23.5,96.0,58.0,9.9,0.7291666666666666
413366,A201,2016-04-13,20.4,1413.0,25.7,31.0,23.4,96.0,68.0,5.5,0.2125
413367,A201,2016-04-14,1.2,2617.9,27.008333333333336,33.3,24.4,96.0,53.0,5.9,0.6749999999999999
413368,A201,2016-04-15,4.6,1979.2,26.95833333333333,32.5,24.9,92.0,61.0,8.4,0.5750000000000001
413369,A201,2016-04-16,14.0,2462.3,26.8,33.8,23.7,96.0,57.0,7.4,0.5750000000000001
413370,A201,2016-04-17,8.8,3004.4,27.325,34.1,24.5,96.0,57.0,6.7,0.8666666666666667
413371,A201,2016-04-18,25.0,2136.7,26.35,31.8,24.3,96.0,66.0,8.7,0.4791666666666667
413372,A201,2016-04-19,0.2,1867.6,26.075,32.1,24.4,95.0,64.0,5.8,0.5625
413373,A201,2016-04-20,15.0,3378.3,27.745833333333334,34.1,24.4,95.0,54.0,7.7,0.725
413374,A201,2016-04-21,3.0,2341.4,27.46666666666667,33.6,25.2,92.0,58.0,7.2,0.7208333333333333
413375,A201,2016-04-22,0.0,1624.7,27.5125,32.3,24.4,95.0,62.0,5.8,0.5
413376,A201,2016-04-23,1.0,3230.3,27.95833333333333,34.4,24.5,93.0,51.0,7.1,1.0083333333333333
413377,A201,2016-04-24,2.4,2818.7,27.7125,33.6,24.8,93.0,55.0,8.6,0.8541666666666666
413378,A201,2016-04-25,0.2,2910.5,28.258333333333336,34.2,24.8,94.0,54.0,6.4,0.9166666666666666
413379,A201,2016-04-26,0.0,2945.2,29.120833333333334,35.1,25.3,91.0,50.0,6.7,0.8125
413380,A201,2016-04-27,3.2,2728.5,27.7875,33.1,25.1,91.0,59.0,9.9,0.8125
413381,A201,2016-04-28,2.6,2866.7,27.508333333333336,33.6,24.3,94.0,54.0,10.2,0.6666666666666666
413382,A201,2016-04-29,1.2,2232.1,28.066666666666663,33.0,24.6,93.0,58.0,5.9,0.8708333333333335
413383,A201,2016-04-30,1.2,3227.8,27.004166666666663,33.5,24.2,94.0,59.0,6.8,0.7458333333333332
413384,A201,2016-05-01,7.2,2545.2,27.229166666666668,33.4,24.4,94.0,53.0,8.2,0.7041666666666666
413385,A201,2016-05-02,7.4,1978.1,26.70833333333333,33.3,24.8,93.0,56.0,5.6,0.5208333333333334
413386,A201,2016-05-03,11.4,1965.3,26.4625,32.9,23.9,95.0,57.0,7.3,0.6083333333333333
413387,A201,2016-05-04,8.6,1828.8,26.195833333333336,31.7,23.8,92.0,65.0,6.1,0.975
413388,A201,2016-05-05,25.0,2553.7,25.8875,33.7,23.4,95.0,58.0,7.9,0.6166666666666667
413389,A201,2016-05-06,0.2,2912.3,27.366666666666664,33.4,23.5,95.0,52.0,6.0,0.7583333333333333
413390,A201,2016-05-07,0.0,2482.3,27.891666666666666,33.9,24.1,92.0,53.0,8.0,0.85
413391,A201,2016-05-08,10.4,1580.2,26.808333333333334,32.6,24.3,94.0,61.0,7.2,0.7208333333333333
413392,A201,2016-05-09,5.0,2922.9,27.275,34.1,24.8,94.0,56.0,8.9,0.6833333333333332
413393,A201,2016-05-10,6.6,1802.0,26.5625,31.8,24.4,94.0,65.0,5.6,0.8250000000000001
413394,A201,2016-05-11,2.8,2743.8,27.391666666666666,33.2,24.5,94.0,60.0,12.9,0.6291666666666667
413395,A201,2016-05-12,3.8,2185.8,27.52083333333333,31.8,24.6,93.0,61.0,7.0,0.7166666666666667
413396,A201,2016-05-13,3.8,2685.4,27.21666666666667,33.8,24.1,94.0,55.0,6.4,0.6958333333333333
413397,A201,2016-05-14,0.0,2849.7,27.9125,34.5,23.6,94.0,51.0,6.9,0.7166666666666667
413398,A201,2016-05-15,0.2,3199.4,27.8875,34.5,24.2,93.0,49.0,6.1,0.8083333333333332
413399,A201,2016-05-16,23.4,2913.1,27.08333333333333,33.5,24.4,93.0,57.0,5.6,0.6749999999999999
413400,A201,2016-05-17,1.2,2370.4,27.2375,33.8,24.0,94.0,57.0,6.5,0.7208333333333333
413401,A201,2016-05-18,0.8,2498.4,27.79583333333333,33.3,24.1,94.0,57.0,6.2,0.65
413402,A201,2016-05-19,0.8,2663.1,28.141666666666666,34.1,24.1,92.0,54.0,6.2,0.8958333333333334
413403,A201,2016-05-20,8.8,2231.5,27.120833333333334,33.4,24.7,93.0,58.0,8.0,0.7416666666666667
413404,A201,2016-05-21,0.6,2844.9,27.3875,32.9,24.1,93.0,57.0,6.2,0.7333333333333334
413405,A201,2016-05-22,10.4,2540.7,27.34166666666667,33.3,24.0,93.0,55.0,7.5,0.9958333333333332
413406,A201,2016-05-23,0.0,2716.3,27.5125,33.9,24.0,95.0,53.0,6.6,0.6791666666666667
413407,A201,2016-05-24,1.2,2560.1,27.516666666666666,33.7,24.5,92.0,54.0,10.5,0.7708333333333334
413408,A201,2016-05-25,0.2,3028.2,28.02083333333333,34.5,24.6,93.0,52.0,7.2,0.8416666666666667
413409,A201,2016-05-26,0.2,3047.4,28.070833333333336,34.0,24.3,92.0,52.0,11.0,1.1291666666666669
413410,A201,2016-05-27,40.2,2876.8,26.925,32.7,22.9,95.0,56.0,14.1,1.075
413411,A201,2016-05-28,0.2,2637.6,27.620833333333334,33.1,24.3,93.0,55.0,6.1,0.7999999999999999
413412,A201,2016-05-29,2.6,2398.4,27.8625,32.6,24.7,91.0,59.0,6.5,0.7916666666666666
413413,A201,2016-05-30,0.0,1343.5,27.5375,31.5,24.7,92.0,66.0,4.9,0.9166666666666666
413414,A201,2016-05-31,2.8,1941.6,27.258333333333336,32.2,25.2,92.0,60.0,7.7,0.7583333333333333
413415,A201,2016-06-01,0.0,2921.4,27.925,33.6,24.1,95.0,51.0,7.0,0.9458333333333332
413416,A201,2016-06-02,1.2,2852.9,27.620833333333334,33.7,24.6,92.0,55.0,6.5,0.6666666666666666
413417,A201,2016-06-03,0.0,2707.2,27.8125,33.1,24.0,94.0,56.0,5.1,0.9833333333333334
413418,A201,2016-06-04,0.2,2585.7,28.704166666666666,33.1,25.0,91.0,55.0,6.4,1.1458333333333333
413419,A201,2016-06-05,2.0,2012.6,27.579166666666666,32.3,24.8,91.0,61.0,9.3,0.7958333333333334
413420,A201,2016-06-06,0.2,2726.8,27.2875,32.7,23.8,94.0,49.0,9.6,0.8583333333333334
413421,A201,2016-06-07,0.2,3167.2,27.445833333333336,33.0,23.6,93.0,51.0,10.4,1.0125
413422,A201,2016-06-08,4.6,2557.5,26.3,33.7,22.7,93.0,51.0,9.5,0.8999999999999999
413423,A201,2016-06-09,1.4,2240.3,26.45652173913044,32.7,23.6,94.0,55.0,7.9,0.6608695652173913
413424,A201,2016-06-10,2.0,2886.6,26.85833333333333,33.1,23.4,93.0,50.0,6.1,0.9875
413425,A201,2016-06-11,8.2,2178.5,26.3625,32.6,23.4,94.0,57.0,5.8,0.5583333333333333
413426,A201,2016-06-12,0.2,2574.3,26.4375,33.3,23.3,94.0,52.0,11.9,0.6
413427,A201,2016-06-13,0.2,2960.7,26.454166666666666,33.7,22.6,93.0,51.0,9.5,0.7000000000000001
413428,A201,2016-06-14,3.2,2066.4,26.7,32.1,23.6,93.0,57.0,7.1,0.6041666666666666
413429,A201,2016-06-15,0.2,2966.4,27.08333333333333,32.3,23.4,93.0,52.0,6.3,0.725
413430,A201,2016-06-16,0.4,3152.4,27.416666666666668,33.2,23.0,93.0,47.0,10.1,0.9583333333333334
413431,A201,2016-06-17,50.0,2559.2,26.195833333333336,33.2,22.2,95.0,59.0,13.0,0.7374999999999999
413432,A201,2016-06-18,2.6,2588.9,26.275,32.8,22.7,96.0,55.0,6.0,0.7083333333333334
413433,A201,2016-06-19,8.4,2778.2,26.20833333333333,33.3,22.9,95.0,55.0,10.1,0.7125
413434,A201,2016-06-20,2.6,2581.4,26.65833333333333,32.6,23.2,93.0,55.0,6.6,0.7541666666666668
413435,A201,2016-06-21,41.2,2421.9,25.870833333333334,32.2,22.4,94.0,59.0,8.1,0.775
413436,A201,2016-06-22,0.2,2990.7,26.266666666666666,32.4,22.8,95.0,52.0,6.8,0.7000000000000001
413437,A201,2016-06-23,0.8,2660.9,25.6875,30.8,22.2,93.0,54.0,7.1,0.7999999999999999
413438,A201,2016-06-24,4.0,2692.3,27.195833333333336,33.2,24.0,91.0,53.0,7.3,0.7000000000000001
413439,A201,2016-06-25,7.8,2553.3,26.354166666666668,32.5,23.5,93.0,56.0,8.7,0.8250000000000001
413440,A201,2016-06-26,22.4,2929.3,27.0625,32.4,23.4,93.0,53.0,8.6,0.7666666666666666
413441,A201,2016-06-27,6.8,3177.7,26.666666666666668,32.0,22.4,94.0,54.0,9.2,0.9458333333333332
413442,A201,2016-06-28,0.2,3301.3,26.8375,32.2,22.2,93.0,53.0,7.0,0.7875
413443,A201,2016-06-29,1.2,3020.5,27.09166666666667,32.1,23.5,93.0,53.0,8.0,0.9875
413444,A201,2016-06-30,0.0,3023.3,27.8625,32.3,24.2,91.0,52.0,7.3,0.8583333333333334
413445,A201,2016-07-01,0.0,2490.4,27.633333333333336,32.6,24.4,90.0,52.0,5.5,0.6666666666666666
413446,A201,2016-07-02,0.0,3080.3,27.72083333333333,32.8,23.7,92.0,50.0,6.2,0.8916666666666666
413447,A201,2016-07-03,1.8,2188.4,26.4375,31.6,23.0,93.0,58.0,6.7,0.8083333333333335
413448,A201,2016-07-04,10.0,2983.3,26.475,32.6,23.7,91.0,55.0,7.2,0.7625000000000001
413449,A201,2016-07-05,6.2,2555.3,26.120833333333334,31.9,23.2,92.0,54.0,8.0,0.8041666666666667
413450,A201,2016-07-06,0.0,2857.7,26.625,32.6,22.9,93.0,54.0,6.1,0.6875
413451,A201,2016-07-07,14.0,2985.4,26.941666666666663,33.1,23.3,94.0,53.0,6.5,0.9041666666666668
413452,A201,2016-07-08,16.6,2792.2,26.570833333333336,33.2,23.0,93.0,52.0,7.6,0.7458333333333332
413453,A201,2016-07-09,14.2,1922.2,26.0625,32.4,22.7,94.0,58.0,7.3,0.5666666666666667
413454,A201,2016-07-10,12.8,2518.2,26.2125,33.1,23.3,95.0,54.0,9.9,0.85
413455,A201,2016-07-11,0.2,2704.6,26.620833333333334,32.4,22.8,95.0,54.0,5.7,0.6208333333333333
413456,A201,2016-07-12,16.2,2542.8,27.3125,33.6,24.0,93.0,52.0,7.5,0.7083333333333334
413457,A201,2016-07-13,0.2,2575.7,27.3625,32.9,23.3,94.0,54.0,6.1,0.6041666666666666
413458,A201,2016-07-14,0.6,2768.9,27.479166666666668,32.8,23.6,91.0,54.0,6.1,0.8166666666666668
413459,A201,2016-07-15,0.2,3232.3,27.7375,32.8,23.6,93.0,51.0,4.7,0.45
413460,A201,2016-07-16,4.2,2907.1,27.308333333333334,32.8,23.5,90.0,57.0,10.5,0.4624999999999999
413461,A201,2016-07-17,2.8,2260.0,27.27083333333333,33.7,23.0,90.0,52.0,6.9,0.4958333333333333
413462,A201,2016-07-18,1.6,2300.2,26.454166666666666,32.7,23.9,93.0,58.0,5.9,0.5708333333333333
413463,A201,2016-07-19,7.0,2908.4,26.35,33.1,22.4,94.0,55.0,9.1,0.7666666666666666
413464,A201,2016-07-20,0.2,2470.8,26.516666666666666,32.6,23.4,93.0,56.0,11.2,0.5833333333333334
413465,A201,2016-07-21,0.0,2156.0,27.22083333333333,33.7,23.6,92.0,55.0,5.8,0.5791666666666667
413466,A201,2016-07-22,0.0,2513.4,27.15833333333333,33.5,23.4,92.0,53.0,6.4,0.5208333333333334
413467,A201,2016-07-23,0.0,2685.4,27.229166666666668,31.9,23.9,90.0,50.0,7.3,0.8208333333333333
413468,A201,2016-07-24,0.0,3209.9,27.516666666666666,32.4,23.4,91.0,50.0,8.4,0.9041666666666668
413469,A201,2016-07-25,0.0,3240.5,27.79583333333333,32.8,23.9,91.0,46.0,6.3,0.6375000000000001
413470,A201,2016-07-26,0.0,3040.4,27.566666666666663,34.0,25.3,87.0,49.0,7.9,0.6875
413471,A201,2016-07-27,0.0,3205.2,27.383333333333336,33.5,23.4,90.0,46.0,5.6,0.75
413472,A201,2016-07-28,0.0,3078.9,27.070833333333336,33.3,24.1,89.0,46.0,7.5,0.7666666666666666
413473,A201,2016-07-29,0.2,3086.8,26.875,33.1,23.2,91.0,53.0,7.6,0.7208333333333333
413474,A201,2016-07-30,0.2,2620.6,27.616666666666664,32.5,24.2,90.0,57.0,7.2,0.725
413475,A201,2016-07-31,0.0,3093.8,27.491666666666664,32.3,23.0,93.0,50.0,7.7,0.8458333333333333
413476,A201,2016-08-01,0.0,3198.2,28.1625,33.6,24.2,85.0,46.0,5.9,0.8500000000000001
413477,A201,2016-08-02,0.0,3062.8,28.191666666666663,32.4,23.6,92.0,48.0,6.4,0.8791666666666668
413478,A201,2016-08-03,0.0,3084.3,28.29583333333333,34.1,24.7,87.0,49.0,6.4,0.9958333333333332
413479,A201,2016-08-04,5.2,3199.4,27.516666666666666,33.8,23.4,90.0,50.0,6.4,0.9208333333333334
413480,A201,2016-08-05,32.2,3097.2,27.1,32.5,23.2,94.0,51.0,7.0,0.8416666666666667
413481,A201,2016-08-06,0.0,3189.1,27.34166666666667,33.3,22.9,90.0,52.0,7.9,0.8250000000000001
413482,A201,2016-08-07,0.0,3280.8,28.066666666666663,32.8,24.0,91.0,49.0,6.1,0.7999999999999999
413483,A201,2016-08-08,0.0,3135.4,28.370833333333334,33.2,24.5,88.0,48.0,6.3,0.9666666666666668
413484,A201,2016-08-09,0.0,3353.0,27.8875,33.8,23.3,89.0,47.0,6.9,1.0791666666666668
413485,A201,2016-08-10,0.0,2639.4,27.004166666666663,32.8,24.0,88.0,56.0,7.9,0.9666666666666668
413486,A201,2016-08-11,34.2,2528.4,27.075,33.4,22.8,91.0,52.0,7.4,0.8333333333333334
413487,A201,2016-08-12,0.6,2380.5,26.754166666666663,32.7,23.5,93.0,54.0,6.4,0.65
413488,A201,2016-08-13,1.4,2395.6,26.725,33.7,23.4,92.0,50.0,7.0,0.65
413489,A201,2016-08-14,0.0,2773.4,26.525,33.9,23.1,93.0,52.0,7.9,0.6083333333333333
413490,A201,2016-08-15,0.0,2873.2,27.3625,33.3,23.8,90.0,49.0,5.9,0.85
413491,A201,2016-08-16,0.0,2582.1,27.433333333333334,33.1,23.5,90.0,54.0,5.9,0.8708333333333332
413492,A201,2016-08-17,0.0,3258.2,27.883333333333336,34.0,23.2,91.0,42.0,6.5,1.0333333333333334
413493,A201,2016-08-18,4.6,2607.8,27.575,34.0,23.3,90.0,47.0,6.3,0.8624999999999999
413494,A201,2016-08-19,1.4,2639.8,27.33333333333333,32.5,23.8,90.0,54.0,6.1,1.025
413495,A201,2016-08-20,0.0,3061.4,27.6375,32.9,23.0,90.0,47.0,6.4,0.8041666666666667
413496,A201,2016-08-21,0.0,3063.3,27.97083333333333,34.7,23.0,90.0,43.0,6.3,0.8541666666666666
413497,A201,2016-08-22,1.6,2474.7,27.508333333333336,33.4,24.4,89.0,50.0,6.6,0.875
413498,A201,2016-08-23,7.0,2488.8,27.09166666666667,32.9,23.8,91.0,54.0,6.2,0.7999999999999999
413499,A201,2016-08-24,2.8,2848.7,25.90833333333333,32.7,23.6,93.0,56.0,6.4,0.7041666666666667
413500,A201,2016-08-25,6.4,2861.3,26.58333333333333,32.7,22.7,94.0,53.0,7.5,0.6583333333333333
413501,A201,2016-08-26,3.8,2715.4,26.5,32.8,23.0,93.0,55.0,8.2,0.7416666666666667
413502,A201,2016-08-27,0.0,2983.0,27.329166666666666,33.7,23.0,92.0,50.0,7.5,0.8333333333333334
413503,A201,2016-08-28,0.0,2736.6,27.5125,33.8,23.7,92.0,52.0,5.5,0.7250000000000001
413504,A201,2016-08-29,0.2,3044.3,27.46666666666667,33.3,24.0,90.0,54.0,7.5,0.9416666666666664
413505,A201,2016-08-30,0.2,2828.0,27.866666666666664,34.2,23.4,91.0,48.0,8.0,0.9375
413506,A201,2016-08-31,0.0,2962.3,27.9625,33.5,23.9,89.0,52.0,6.3,0.8916666666666666
413507,A201,2016-09-01,3.6,2900.7,28.079166666666666,33.8,24.7,89.0,52.0,7.2,1.0708333333333333
413508,A201,2016-09-02,1.8,2421.5,27.183333333333334,32.7,24.1,90.0,54.0,5.9,0.925
413509,A201,2016-09-03,0.2,2835.3,27.40416666666667,32.9,23.5,93.0,51.0,6.2,0.8875000000000001
413510,A201,2016-09-04,15.0,3068.2,26.991666666666664,33.9,23.7,92.0,52.0,7.1,0.8833333333333333
413511,A201,2016-09-05,1.2,2803.9,26.558333333333334,33.1,22.9,93.0,55.0,8.3,0.7083333333333334
413512,A201,2016-09-06,1.2,2179.6,26.65,32.7,23.9,92.0,58.0,8.3,0.7708333333333334
